35,3,4
36,3,4
37,3,4
38,3,4
39,3,4
40,3,2
41,3,3
42,3,4
43,3,4
44,3,5
45,3,4
46,3,3
47,3,3
48,3,5
49,3,2
50,3,3
51,3,1
52,3,5
53,3,5
54,3,4
55,3,5
56,3,5
57,3,2
58,3,5
59,3,4
60,3,1
61,3,5
62,3,2
63,3,3
64,3,5
65,3,3
66,3,3
67,3,4
68,3,2
69,3,4
70,3,5
71,3,3
72,3,1
73,3,3
74,3,4
75,3,2
76,3,1
77,3,2
78,3,5
79,3,2
80,3,4
81,3,4
82,3,5
83,3,4
84,3,5
85,3,4
86,3,1
87,3,4
88,3,1
89,3,1
90,3,1
91,3,1
92,3,5
93,3,5
94,3,4
95,3,4
96,3,2
1,4,2
2,4,3
3,4,4
4,4,4
5,4,1
6,4,2
7,4,4
8,4,5
9,4,4
10,4,2
11,4,2
12,4,2
13,4,1
14,4,4
15,4,3
16,4,5
17,4,1
18,4,1
19,4,3
20,4,3
21,4,3
22,4,4
23,4,5
24,4,5
25,4,4
26,4,5
27,4,4
28,4,1
29,4,4
30,4,4
31,4,3
32,4,4
33,4,3
34,4,2
35,4,1
36,4,3
37,4,1
38,4,2
39,4,4
40,4,2
41,4,5
42,4,3
43,4,5
44,4,2
45,4,5
46,4,2
47,4,2
48,4,3
49,4,4
50,4,4
51,4,2
52,4,5
53,4,1
54,4,5
55,4,2
56,4,3
57,4,4
58,4,4
59,4,3
60,4,3
61,4,4
62,4,2
63,4,1
64,4,2
65,4,3
66,4,4
67,4,3
68,4,3
69,4,1
70,4,2
71,4,1
72,4,3
73,4,3
74,4,1
75,4,3
76,4,3
77,4,1
78,4,3
79,4,2
80,4,3
81,4,1
82,4,2
83,4,3
84,4,5
85,4,1
86,4,3
87,4,5
88,4,3
89,4,3
90,4,4
91,4,4
92,4,3
93,4,3
94,4,4
95,4,2
96,4,2
1,5,3
2,5,3
3,5,2
4,5,4
5,5,3
6,5,2
7,5,4
8,5,1
9,5,3
10,5,5
11,5,2
12,5,1
13,5,5
14,5,3
15,5,3
16,5,1
17,5,5
18,5,4
19,5,2
20,5,3
21,5,4
22,5,3
23,5,3
24,5,2
25,5,5
26,5,4
27,5,3
28,5,4
29,5,3
30,5,3
31,5,2
32,5,5
33,5,5
34,5,5
35,5,5
36,5,3
37,5,2
38,5,4
39,5,3
40,5,3
41,5,3
42,5,3
43,5,5
44,5,4
45,5,4
46,5,3
47,5,4
48,5,1
49,5,1
50,5,5
51,5,3
52,5,3
53,5,5
54,5,3
55,5,5
56,5,3
57,5,3
58,5,4
59,5,4
60,5,4
61,5,1
62,5,2
63,5,5
64,5,5
65,5,3
66,5,2
67,5,3
68,5,2
69,5,2
70,5,3
71,5,1
72,5,3
73,5,1
74,5,2
75,5,2
76,5,1
77,5,5
78,5,2
79,5,5
80,5,2
81,5,3
82,5,5
83,5,4
84,5,1
85,5,2
86,5,1
87,5,2
88,5,3
89,5,4
90,5,1
91,5,3
92,5,2
93,5,3
94,5,5
95,5,3
96,5,4
1,6,1
2,6,1
3,6,4
4,6,5
5,6,1
6,6,2
7,6,2
8,6,2
9,6,3
10,6,2
11,6,5
12,6,4
13,6,1
14,6,4
15,6,3
16,6,4
17,6,3
18,6,2
19,6,1
20,6,2
21,6,5
22,6,2
23,6,2
24,6,2
25,6,1
26,6,5
27,6,1
28,6,4
29,6,4
30,6,1
31,6,4
32,6,3
33,6,1
34,6,1
35,6,5
36,6,1
37,6,5
38,6,1
39,6,4
40,6,1
41,6,2
42,6,3
43,6,2
44,6,2
45,6,3
46,6,2
47,6,2
48,6,2
49,6,2
50,6,1
51,6,2
52,6,2
53,6,1
54,6,5
55,6,5
56,6,3
57,6,3
58,6,5
59,6,1
60,6,3
61,6,5
62,6,4
63,6,5
64,6,3
65,6,4
66,6,2
67,6,4
68,6,2
69,6,5
70,6,2
71,6,3
72,6,4
73,6,1
74,6,3
75,6,3
76,6,3
77,6,4
78,6,4
79,6,2
80,6,2
81,6,3
82,6,1
83,6,3
84,6,3
85,6,5
86,6,4
87,6,4
88,6,4
89,6,1
90,6,5
91,6,5
92,6,2
93,6,2
94,6,5
95,6,5
96,6,3
